"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2006-07",100.787,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2006-08",100.7044,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2006-09",100.7389,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2006-10",100.8906,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2006-11",101.0086,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2006-12",100.9071,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-01",100.86,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-02",100.9709,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-03",101.265,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-04",101.5784,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-05",101.6215,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-06",101.5769,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-07",101.3542,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-08",100.963,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-09",100.6764,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-10",100.5855,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-11",100.529,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2007-12",100.4814,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-01",100.327,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-02",100.2201,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-03",100.2175,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-04",100.1168,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-05",99.78681,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-06",99.28372,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-07",98.86745,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-08",98.4899,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-09",98.0172,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-10",97.27895,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-11",96.39168,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2008-12",95.64635,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-01",95.29128,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-02",95.03873,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-03",94.79308,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-04",94.88842,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-05",95.30451,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-06",95.83999,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-07",96.51714,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-08",96.97186,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-09",97.28378,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-10",97.7604,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.34155,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2009-12",98.98847,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.58014,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-02",100.0873,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-03",100.3239,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-04",100.3954,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-05",100.7304,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-06",101.0991,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-07",101.2782,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-08",101.6073,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-09",101.8695,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-10",101.7836,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-11",101.7413,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.7743,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-01",102.0139,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-02",102.1511,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-03",102.1665,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-04",102.0146,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.8768,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-06",101.4776,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-07",100.8194,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-08",100.1933,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.67371,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.16196,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-11",98.68233,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2011-12",98.41607,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-01",98.36026,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-02",98.68358,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-03",99.2747,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-04",99.55327,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.61006,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-06",99.43585,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-07",99.14822,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-08",98.73292,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-09",98.30171,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-10",97.83604,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-11",97.60332,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2012-12",97.6525,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-01",97.83786,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-02",98.18772,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-03",98.37581,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-04",98.40118,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-05",98.31062,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-06",98.4269,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-07",98.61861,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-08",98.82558,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-09",98.95664,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.32454,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.75363,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.94334,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.91953,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.74043,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.63974,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-04",99.6536,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-05",99.55705,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-06",99.70093,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0189,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.3013,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.3851,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5277,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.6366,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.5896,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4394,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.1623,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-03",99.80766,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-04",99.53707,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-05",99.62025,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.79546,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-07",100.0071,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2602,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-09",100.5288,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-10",100.8153,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-11",101.0617,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2015-12",101.4747,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-01",101.7571,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-02",101.59,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-03",101.1714,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6968,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-05",100.33,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-06",100.0359,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.76834,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-08",99.61504,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-09",99.8112,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-10",100.4154,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-11",101.1434,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2016-12",101.7931,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-01",101.995,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-02",101.9798,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-03",102.0185,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-04",102.3328,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-05",102.4898,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-06",102.5796,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-07",102.626,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-08",102.6904,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-09",102.9297,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-10",103.0102,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-11",102.9123,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2017-12",102.6264,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-01",102.4299,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-02",102.4717,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-03",102.6704,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-04",102.851,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-05",102.8453,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-06",102.7885,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-07",102.8562,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-08",102.8741,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-09",102.6973,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-10",102.5657,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-11",102.5051,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2018-12",102.3838,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-01",102.0781,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-02",101.8319,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-03",101.4729,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-04",101.1219,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.6114,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.1197,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.68224,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.32449,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.11172,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.04395,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.07473,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.25354,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.51591,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.35538,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.41183,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.99016,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.6158,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-06",97.2776,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.26482,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.11713,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.77173,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.1885,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.5313,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-12",100.8705,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-01",101.4073,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.9257,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.5689,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-04",103.336,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-05",103.9461,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-06",104.2053,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-07",104.4417,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-08",104.6191,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-09",104.7127,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-10",104.845,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-11",104.8637,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-12",104.8366,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-01",104.7041,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-02",104.6499,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-03",104.6512,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-01",102.2089,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-02",101.9765,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-03",101.6663,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-04",101.4026,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-05",101.246,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-06",100.8566,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-07",99.99489,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-08",98.60678,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.35199,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-10",96.84496,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-11",96.77606,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.00899,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.68767,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-02",98.7232,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-03",99.66355,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-04",100.3904,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-05",100.8206,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-06",101.1263,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-07",101.2942,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-08",101.4541,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-09",101.4815,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-10",101.3069,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-11",101.1859,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","1999-12",101.3571,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-01",101.6538,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-02",101.9285,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.9643,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-04",101.8221,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-05",101.7279,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-06",101.8028,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0999,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-08",102.27,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-09",102.1574,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-10",102.1101,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-11",102.2135,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2000-12",102.1404,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-01",101.6788,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-02",101.0717,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-03",100.3939,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.38828,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-05",98.64925,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-06",98.31702,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-07",97.89928,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-08",97.23056,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-09",96.42042,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-10",95.64809,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-11",95.43633,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2001-12",95.68922,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-01",96.4957,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-02",97.54868,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-03",98.54758,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-04",99.15002,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-05",99.28068,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-06",99.04655,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-07",98.82613,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-08",98.59912,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-09",98.41423,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-10",98.31549,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-11",98.06942,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2002-12",97.7437,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-01",97.32767,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-02",97.00185,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-03",96.91758,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-04",97.34012,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-05",97.80499,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-06",97.90726,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-07",97.82873,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-08",97.75145,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-09",97.79176,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-10",97.93604,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-11",98.23589,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2003-12",98.86244,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-01",99.6145,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-02",100.0035,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-03",100.1102,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.439,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-05",100.7631,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-06",100.9663,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-07",101.0523,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-08",101.0992,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-09",101.1159,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-10",101.1064,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-11",101.1476,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1977,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-01",101.2908,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-02",101.356,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-03",101.3249,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-04",101.2631,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-05",101.1928,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-06",101.0985,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-07",101.0258,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-08",101.0457,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-09",101.2142,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-10",101.4693,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-11",101.6629,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2005-12",101.8494,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-01",101.9954,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-02",102.0318,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-03",102.0882,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-04",102.1156,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-05",102.156,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-06",102.3093,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-07",102.5362,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-08",102.6606,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-09",102.7079,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-10",102.6643,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-11",102.7556,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2006-12",103.1358,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-01",103.5042,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-02",103.6915,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-03",103.6605,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-04",103.4826,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-05",103.2246,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-06",103.0264,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.9085,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-08",102.8503,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-09",102.7572,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-10",102.7382,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-11",102.7055,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2007-12",102.542,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-01",102.2044,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-02",101.5128,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-03",100.8404,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-04",100.2255,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-05",99.89548,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-06",99.61208,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-07",99.28903,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-08",98.74012,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-09",97.46303,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-10",95.6192,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-11",94.07401,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2008-12",92.98658,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-01",92.47804,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-02",92.39809,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-03",92.83456,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-04",93.4672,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-05",93.98963,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-06",94.5743,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-07",95.20277,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-08",95.8294,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-09",96.45798,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-10",96.97398,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-11",97.38067,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2009-12",97.87634,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-01",98.44474,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.29005,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-03",100.4445,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-04",101.5068,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-05",102.2313,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-06",102.6418,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-07",102.8658,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-08",103.0178,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-09",103.1471,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-10",103.3046,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-11",103.4628,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2010-12",103.5795,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-01",103.5944,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-02",103.4649,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-03",103.2572,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-04",103.0593,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-05",102.957,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-06",102.8728,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-07",102.6731,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-08",102.3219,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-09",102.0647,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-10",101.9357,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-11",101.9435,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2011-12",101.9877,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2012-01",102.1212,
